GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Miles Per Gallon(Instant)(mpg),GPS Altitude(ft),Speed (GPS)(mph),Run time since engine start(s),Speed (OBD)(mph),Miles Per Gallon(Long Term Average)(mpg)
Mon Jan 07 18:35:13 EST 2013,07-Jan-2013 18:35:20.709,-85.57757545,38.245695133333335,0.0,16.0,203.9,0.0,0.2549729,9.79684353,1.65732384,0.00782359,0,668.96325684,-,0,0,34.82110596
Mon Jan 07 18:35:21 EST 2013,07-Jan-2013 18:35:25.664,-85.57767788333334,38.2457272,0.0,6.0,214.3,0.0,0.20593965,9.64974308,1.372931,-0.01156604,0,703.08398438,0,21,0,34.82077408
Mon Jan 07 18:35:25 EST 2013,07-Jan-2013 18:35:31.039,-85.57767313333333,38.24571255,0.0,6.0,206.7,0.0,0.10787315,9.63012981,-0.0392266,0.02715454,0,678.14959717,0,27,0,34.82052994
Mon Jan 07 18:35:31 EST 2013,07-Jan-2013 18:35:35.673,-85.57765963333334,38.24571363333333,0.0,6.0,206.8,0.0,0.26477954,9.87529659,0.5491724,0.00321496,0,678.47772217,0,32,0,34.82019806
Mon Jan 07 18:35:36 EST 2013,07-Jan-2013 18:35:40.653,-85.577642,38.24572085,0.8231111,4.0,203.4,346.2,-1.08853817,10.24794865,0.30400613,0.04559442,2.2782433,667.32281494,1.84124708,36,3.72822714,34.81842041
Mon Jan 07 18:35:42 EST 2013,07-Jan-2013 18:35:45.647,-85.57783715,38.2457969,6.173333,3.0,202.9,272.2,1.05911815,9.83607006,2.86354184,0.04449165,38.95496368,665.68237305,13.80935287,41,14.29153728,34.81128693
Mon Jan 07 18:35:46 EST 2013,07-Jan-2013 18:35:50.645,-85.57809835,38.245825933333336,5.453111,4.0,201.0,276.7,-0.06864655,9.55167675,2.5301156,0.00191355,19.70215416,659.4487915,12.19826126,46,9.94193935,34.80916977
Mon Jan 07 18:35:51 EST 2013,07-Jan-2013 18:35:55.645,-85.57831851666667,38.2458212,2.675111,6.0,200.2,264.1,1.16699135,9.80665016,-0.50994581,0.00269508,18.47201157,656.82415771,5.98405313,52,11.80605221,34.80503845
Mon Jan 07 18:35:55 EST 2013,07-Jan-2013 18:36:00.645,-85.57849328333333,38.245712133333335,5.453111,6.0,199.9,220.9,-0.17651969,9.81645679,1.72597039,0.01080918,34.78939056,655.83990479,12.19826126,56,14.29153728,34.80090332
Mon Jan 07 18:36:02 EST 2013,07-Jan-2013 18:36:06.096,-85.57864663333334,38.2453745,5.1444445,4.0,195.5,235.8,1.539644,10.61079502,0.67665881,0.07482272,4.89980459,643.3727417,10.12685871,61,13.04879475,34.79627228
Mon Jan 07 18:36:07 EST 2013,07-Jan-2013 18:36:10.660,-85.57907431666666,38.24537346666666,9.157111,4.0,196.1,273.2,-0.45110589,9.92432976,0.1176798,0.0074122,8.66056538,643.3727417,20.48387337,66,22.36936378,34.78949738
Mon Jan 07 18:36:10 EST 2013,07-Jan-2013 18:36:15.657,-85.57942213333334,38.24539381666666,10.494667,6.0,196.5,275.6,0.31381279,9.52225685,3.54020047,0.03071773,55.11523819,644.68505859,23.47590065,71,16.77702141,34.79124832
Mon Jan 07 18:36:16 EST 2013,07-Jan-2013 18:36:20.645,-85.57997331666667,38.24539023333333,6.996444,6.0,197.3,275.3,-0.04903325,9.99297619,-0.0784532,0.01333785,8.79157257,647.30969238,15.65059948,76,18.64113617,34.78847885
Mon Jan 07 18:36:21 EST 2013,07-Jan-2013 18:36:25.656,-85.58048628333333,38.245436483333336,10.186,6.0,196.6,278.8,-0.66685218,9.61051655,2.07900977,-0.00072932,63.47872543,645.01312256,22.78543091,82,22.36936378,34.78932953
Mon Jan 07 18:36:27 EST 2013,07-Jan-2013 18:36:30.686,-85.58109023333333,38.2455307,5.350222,6.0,193.4,288.1,0.35303938,9.80665016,2.13784957,0.01841164,24.81012344,634.5144043,11.96810627,86,9.32056808,34.7924881
Mon Jan 07 18:36:30 EST 2013,07-Jan-2013 18:36:35.645,-85.5811947,38.24562695,4.8872223,6.0,194.1,334.1,0.10787315,10.17930222,-0.02941995,0.0323503,6.54442978,636.81103516,10.93240452,91,21.12662125,34.78580093
Mon Jan 07 18:36:37 EST 2013,07-Jan-2013 18:36:40.655,-85.58116476666666,38.246227616666665,10.700444,6.0,194.6,5.2,-0.60801226,9.40457726,2.6674087,-0.00694513,68.89279938,638.45147705,23.93621254,96,22.9907341,34.78782272
Mon Jan 07 18:36:42 EST 2013,07-Jan-2013 18:36:45.651,-85.58109398333333,38.24654691666667,2.675111,3.0,192.9,31.8,0.20593965,9.34573746,2.71644187,0.01619971,11.60808372,632.87402344,5.98405313,101,3.72822714,34.78766632
Mon Jan 07 18:36:46 EST 2013,07-Jan-2013 18:36:50.648,-85.5809827,38.246619366666664,5.916111,2.0,192.7,71.3,-0.1176798,10.32640266,-0.62762558,0.04929328,4.89719009,632.21783447,13.23396301,106,18.01976395,34.78134918
Mon Jan 07 18:36:52 EST 2013,07-Jan-2013 18:36:55.645,-85.58028025,38.2466331,13.478444,2.0,193.8,94.0,-0.19613299,9.29670429,0.77472532,-0.05418652,13.00209618,635.82678223,30.15041924,112,30.44718933,34.77462387
Mon Jan 07 18:36:57 EST 2013,07-Jan-2013 18:37:00.645,-85.57945455,38.24658228333333,15.279,3.0,194.4,95.3,0.19613299,9.82626343,0.35303938,-0.00285423,13.88709545,637.79522705,34.17815018,116,34.79678726,34.77043152
Mon Jan 07 18:37:02 EST 2013,07-Jan-2013 18:37:05.654,-85.57854228333333,38.24650965,16.719444,3.0,194.4,96.3,-1.01989162,11.06190109,1.5690639,0.13827944,16.32821274,637.79522705,37.40032959,122,37.28227234,34.76544952
Mon Jan 07 18:37:07 EST 2013,07-Jan-2013 18:37:10.647,-85.57756365,38.246430333333336,17.645445,2.0,194.7,96.4,1.45138419,10.43427563,0.61781895,0.07036448,17.11567497,638.77954102,39.47173691,126,39.76775742,34.76107788
Mon Jan 07 18:37:12 EST 2013,07-Jan-2013 18:37:15.646,-85.57653471666667,38.24634678333334,18.52,2.0,195.4,95.7,-0.71588546,10.15968895,1.05911815,0.03845465,18.03730202,641.07611084,41.42805862,131,41.01049805,34.75769043
Mon Jan 07 18:37:16 EST 2013,07-Jan-2013 18:37:20.657,-85.57568018333333,38.24628345,19.08589,2.0,196.0,95.6,1.17679799,9.61051655,0.1569064,-0.01824582,19.11694336,643.0446167,42.69391632,136,42.8746109,34.75362015
Mon Jan 07 18:37:22 EST 2013,07-Jan-2013 18:37:25.652,-85.57436096666666,38.24619143333334,19.497444,2.0,197.6,95.1,0.1176798,11.45416737,1.52983737,0.17267263,19.49470329,648.29400635,43.6145401,142,43.49598312,34.75050354
Mon Jan 07 18:37:27 EST 2013,07-Jan-2013 18:37:30.656,-85.57324333333334,38.24610738333333,19.80611,2.0,199.3,95.8,0.02941995,9.49283695,1.68674374,-0.02252674,20.18368721,653.87139893,44.30500412,146,44.11735535,34.74755478
Mon Jan 07 18:37:32 EST 2013,07-Jan-2013 18:37:35.662,-85.57210963333333,38.24602028333333,20.114779,2.0,200.6,95.8,0.5491724,10.15968895,2.15746284,-0.06401271,26.5403614,658.13647461,44.99547577,152,44.73872757,34.74422836
