"TYPE","TIME","LAT","LON","ALT","BEARING","ACCURACY","SPEED","NAME","DESCRIPTION","SEGMENT"
"TRACK",,,,,,,,"Home To Work Via Old Henry 64 Shelbyville In 26","",
"P","2017-05-10T12:43:33Z","38.301207","-85.472069","186.3000030517578","294.8999938964844","1.5","7.300000190734863",,,"0"
"P","2017-05-10T12:43:36Z","38.301293","-85.47232","187.0","294.1000061035156","1.0","8.800000190734863",,,"0"
"P","2017-05-10T12:43:39Z","38.301395","-85.472619","188.60000610351563","293.70001220703125","1.2247449159622192","9.600000381469727",,,"0"
"P","2017-05-10T12:43:41Z","38.30147","-85.472844","188.3000030517578","294.20001220703125","1.0","10.399999618530273",,,"0"
"P","2017-05-10T12:43:43Z","38.301541","-85.473062","189.39999389648438","293.8999938964844","2.4494898319244385","10.800000190734863",,,"0"
"P","2017-05-10T12:43:45Z","38.301623","-85.473292","190.60000610351563","293.70001220703125","2.4494898319244385","11.199999809265137",,,"0"
"P","2017-05-10T12:43:47Z","38.301698","-85.473522","192.0","293.6000061035156","3.464101552963257","11.5",,,"0"
"P","2017-05-10T12:43:49Z","38.301779","-85.473776","192.8000030517578","293.3999938964844","6.928203105926514","12.100000381469727",,,"0"
"P","2017-05-10T12:43:51Z","38.30186","-85.474035","193.60000610351563","0.0","6.928203105926514","0.0",,,"0"
"P","2017-05-10T12:43:53Z","38.30193","-85.47428","194.39999389648438","0.0","9.797959327697754","0.0",,,"0"
"P","2017-05-10T12:43:55Z","38.302001","-85.474556","194.5","291.79998779296875","9.797959327697754","12.0",,,"0"
"P","2017-05-10T12:43:57Z","38.302084","-85.474796","193.10000610351563","292.3999938964844","8.485280990600586","10.100000381469727",,,"0"
"P","2017-05-10T12:44:00Z","38.302203","-85.475001","193.3000030517578","324.1000061035156","4.242640495300293","5.099999904632568",,,"0"
"P","2017-05-10T12:44:05Z","38.302489","-85.474898","193.0","24.100000381469727","2.4494898319244385","9.600000381469727",,,"0"
"P","2017-05-10T12:44:09Z","38.302835","-85.474713","193.5","22.799999237060547","2.1213202476501465","10.600000381469727",,,"0"
"P","2017-05-10T12:44:11Z","38.303007","-85.474628","193.5","21.299999237060547","2.1213202476501465","10.199999809265137",,,"0"
"P","2017-05-10T12:44:14Z","38.303182","-85.474531","193.3000030517578","19.799999237060547","2.1213202476501465","7.300000190734863",,,"0"
"P","2017-05-10T12:44:21Z","38.303329","-85.47469","193.5","293.0","1.4142135381698608","7.400000095367432",,,"0"
"P","2017-05-10T12:44:23Z","38.303482","-85.474925","194.6999969482422","294.0","2.4494898319244385","9.100000381469727",,,"0"
"P","2017-05-10T12:44:25Z","38.303572","-85.475124","194.60000610351563","291.8999938964844","3.464101552963257","10.0",,,"0"
"P","2017-05-10T12:44:27Z","38.303642","-85.475362","194.8000030517578","290.79998779296875","3.464101552963257","10.800000190734863",,,"0"
"P","2017-05-10T12:44:29Z","38.303719","-85.475601","194.39999389648438","292.29998779296875","3.0","11.600000381469727",,,"0"
"P","2017-05-10T12:44:32Z","38.303803","-85.476029","194.1999969482422","289.0","3.0","12.100000381469727",,,"0"
"P","2017-05-10T12:44:34Z","38.303876","-85.476275","193.89999389648438","289.79998779296875","2.4494898319244385","11.800000190734863",,,"0"
"P","2017-05-10T12:44:36Z","38.303965","-85.47654","193.6999969482422","292.6000061035156","2.4494898319244385","11.0",,,"0"
"P","2017-05-10T12:44:38Z","38.304033","-85.476807","192.89999389648438","291.6000061035156","2.0","10.699999809265137",,,"0"
"P","2017-05-10T12:44:41Z","38.304181","-85.477051","192.89999389648438","309.6000061035156","2.4494898319244385","8.800000190734863",,,"0"
"P","2017-05-10T12:44:44Z","38.304358","-85.477229","192.3000030517578","320.0","1.7320507764816284","8.399999618530273",,,"0"
"P","2017-05-10T12:44:47Z","38.304534","-85.477399","193.6999969482422","324.1000061035156","2.1213202476501465","7.900000095367432",,,"0"
"P","2017-05-10T12:44:50Z","38.304685","-85.477573","194.5","325.29998779296875","2.1213202476501465","7.300000190734863",,,"0"
"P","2017-05-10T12:44:56Z","38.304861","-85.477751","193.39999389648438","282.5","2.4494898319244385","3.799999952316284",,,"0"
"P","2017-05-10T12:45:00Z","38.304724","-85.478012","191.89999389648438","229.60000610351563","1.7320507764816284","7.900000095367432",,,"0"
"P","2017-05-10T12:45:02Z","38.304573","-85.478196","191.5","227.8000030517578","1.7320507764816284","10.199999809265137",,,"0"
"P","2017-05-10T12:45:05Z","38.304394","-85.478471","190.5","227.1999969482422","1.7320507764816284","10.800000190734863",,,"0"
"P","2017-05-10T12:45:07Z","38.304257","-85.47866","190.3000030517578","227.1999969482422","1.7320507764816284","11.100000381469727",,,"0"
"P","2017-05-10T12:45:09Z","38.3041","-85.478858","189.8000030517578","226.39999389648438","1.7320507764816284","11.699999809265137",,,"0"
"P","2017-05-10T12:45:11Z","38.303937","-85.47912","189.0","228.6999969482422","1.7320507764816284","12.800000190734863",,,"0"
"P","2017-05-10T12:45:13Z","38.303791","-85.479343","189.1999969482422","227.6999969482422","1.7320507764816284","12.399999618530273",,,"0"
"P","2017-05-10T12:45:15Z","38.30364","-85.479536","188.60000610351563","227.1999969482422","1.7320507764816284","12.199999809265137",,,"0"
"P","2017-05-10T12:45:18Z","38.303397","-85.479839","188.1999969482422","226.5","2.0","12.600000381469727",,,"0"
"P","2017-05-10T12:45:20Z","38.303233","-85.480084","187.10000610351563","228.3000030517578","2.4494898319244385","13.100000381469727",,,"0"
