GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Miles Per Gallon(Instant)(mpg),GPS Altitude(ft),Speed (GPS)(mph),Run time since engine start(s),Speed (OBD)(mph),Miles Per Gallon(Long Term Average)(mpg)
Sun Jan 06 11:03:21 EST 2013,06-Jan-2013 11:03:26.308,-85.47206991666667,38.30079048333333,0.0,4.0,230.5,0.0,-0.0588399,9.88510323,0.62762558,0.00434482,0,756.23358154,0,0,-,35.54722214
Sun Jan 06 11:03:28 EST 2013,06-Jan-2013 11:03:31.306,-85.47208178333334,38.30080373333333,0.0,3.0,228.4,0.0,-0.23535959,9.72819614,0.1569064,-0.01327747,0,749.34381104,0,19,0,35.54689026
Sun Jan 06 11:03:33 EST 2013,06-Jan-2013 11:03:36.277,-85.47208185,38.300803816666665,0.0,3.0,228.4,0.0,-0.58839899,9.53206348,-0.35303938,-0.03117532,0,749.34381104,0,24,0,35.54606247
Sun Jan 06 11:03:36 EST 2013,06-Jan-2013 11:03:41.393,-85.47208183333333,38.30080383333333,0.0,3.0,228.4,0.0,-0.2745862,9.87529659,0.74530536,0.00454915,0,749.34381104,0,29,0,35.54539871
Sun Jan 06 11:03:41 EST 2013,06-Jan-2013 11:03:46.278,-85.47208178333334,38.30080385,0.0,3.0,228.4,0.0,-0.0784532,10.3950491,1.372931,0.06351233,0,749.34381104,0,33,0,35.54457474
Sun Jan 06 11:03:47 EST 2013,06-Jan-2013 11:03:51.279,-85.47208171666666,38.30080395,0.0,2.0,228.3,0.0,-0.04903325,10.51272869,1.21602452,0.07343304,0,749.01574707,0,39,0,35.54407501
Sun Jan 06 11:03:51 EST 2013,06-Jan-2013 11:03:56.286,-85.47208175,38.3008042,0.0,6.0,228.2,0.0,-0.10787315,10.19891548,1.05911815,0.03993559,0,748.68768311,0,44,0,35.54325104
Sun Jan 06 11:03:55 EST 2013,06-Jan-2013 11:04:01.314,-85.4720818,38.3008042,0.0,8.0,228.2,0.0,-0.16671304,10.26756191,1.00027823,0.04637694,0,748.68768311,0,49,0,35.54242325
Sun Jan 06 11:04:02 EST 2013,06-Jan-2013 11:04:06.287,-85.4720821,38.3008041,0.0,8.0,228.2,0.0,-0.12748645,10.04200935,0.2745862,0.01875758,0,748.68768311,0,54,0,35.54143143
Sun Jan 06 11:04:07 EST 2013,06-Jan-2013 11:04:11.279,-85.47208211666667,38.30080401666667,0.0,6.0,228.2,0.0,-0.12748645,10.15968895,0.90221179,0.03444517,0,748.68768311,0,59,0,35.54077148
Sun Jan 06 11:04:13 EST 2013,06-Jan-2013 11:04:16.283,-85.47208216666667,38.30080408333333,0.0,6.0,228.2,0.0,-0.04903325,10.13026905,1.41215754,0.03728652,0,748.68768311,0,64,0,35.53978348
Sun Jan 06 11:04:18 EST 2013,06-Jan-2013 11:04:21.278,-85.47208216666667,38.3008041,0.0,6.0,228.2,0.0,-0.18632634,10.55195522,1.72597039,0.08473444,0,748.68768311,0,69,0,35.53912354
Sun Jan 06 11:04:22 EST 2013,06-Jan-2013 11:04:26.295,-85.47208211666667,38.3008041,0.0,8.0,228.2,0.0,-0.0392266,9.57129002,-0.35303938,-0.02901947,0,748.68768311,0,74,0,35.53829956
Sun Jan 06 11:04:28 EST 2013,06-Jan-2013 11:04:31.294,-85.47208206666667,38.30080413333334,0.0,8.0,228.2,0.0,-0.17651969,9.49283695,-0.62762558,0.02494287,0,748.68768311,0,79,0,35.53763962
Sun Jan 06 11:04:33 EST 2013,06-Jan-2013 11:04:36.301,-85.47208208333333,38.3008042,0.0,8.0,228.2,0.0,-0.0784532,10.13026905,0.66685218,0.02955532,0,748.68768311,0,84,0,35.53681946
Sun Jan 06 11:04:38 EST 2013,06-Jan-2013 11:04:41.281,-85.47208213333333,38.30080423333333,0.0,8.0,228.1,0.0,-0.12748645,9.72819614,-0.35303938,-0.01295871,0,748.35961914,0,89,0,35.53632355
Sun Jan 06 11:04:42 EST 2013,06-Jan-2013 11:04:46.284,-85.4720821,38.3008042,0.0,8.0,228.1,0.0,-0.22555295,9.49283695,-0.70607877,-0.03474295,0,748.35961914,0,94,0,35.53549957
Sun Jan 06 11:04:48 EST 2013,06-Jan-2013 11:04:51.283,-85.47208208333333,38.3008042,0.0,6.0,228.1,0.0,0,10.63040829,2.07900977,0.09880114,0,748.35961914,0,99,0,35.53484344
Sun Jan 06 11:04:53 EST 2013,06-Jan-2013 11:04:56.535,-85.472082,38.3008042,0.0,6.0,228.1,0.0,-0.17651969,9.90471649,0.80414528,0.00777924,0,748.35961914,0,104,0,35.53418732
Sun Jan 06 11:04:58 EST 2013,06-Jan-2013 11:05:01.285,-85.47208196666666,38.300804183333334,0.0,6.0,228.1,0.0,-0.02941995,10.59118176,2.15746284,0.09644949,0,748.35961914,0,109,0,35.53336334
Sun Jan 06 11:05:03 EST 2013,06-Jan-2013 11:05:06.279,-85.4720819,38.300804316666664,0.0,12.0,228.1,0.0,-0.19613299,9.41438389,-0.78453195,-0.04215169,0,748.35961914,0,114,0,35.53270721
Sun Jan 06 11:05:08 EST 2013,06-Jan-2013 11:05:11.278,-85.4720818,38.30080448333333,0.0,12.0,228.0,0.0,-0.09806649,9.57129002,-0.8237586,-0.02603322,0,748.03149414,0,119,0,35.53188705
Sun Jan 06 11:05:13 EST 2013,06-Jan-2013 11:05:16.278,-85.47208176666666,38.30080456666666,0.0,12.0,228.0,0.0,-0.0588399,10.20872211,0.1569064,0.03542686,0,748.03149414,0,124,0,35.53106689
Sun Jan 06 11:05:18 EST 2013,06-Jan-2013 11:05:21.281,-85.47208183333333,38.30080465,0.0,12.0,228.0,0.0,-0.14709975,9.83607006,-0.23535959,-0.00230122,0,748.03149414,0,129,0,35.53041077
Sun Jan 06 11:05:23 EST 2013,06-Jan-2013 11:05:26.281,-85.472082,38.3008047,0.0,8.0,228.0,0.0,-0.14709975,9.57129002,-0.74530536,-0.02662271,0,748.03149414,0,134,0,35.52942657
Sun Jan 06 11:05:28 EST 2013,06-Jan-2013 11:05:31.277,-85.47208213333333,38.300804766666666,0.0,6.0,228.1,0.0,-0.14709975,9.83607006,0.19613299,-0.00238883,0,748.35961914,0,139,0,35.52877045
Sun Jan 06 11:05:32 EST 2013,06-Jan-2013 11:05:36.334,-85.47208218333333,38.300804783333334,0.0,4.0,228.1,0.0,-0.1176798,9.97336292,-0.4314926,0.0123167,0,748.35961914,0,144,0,35.52811813
Sun Jan 06 11:05:38 EST 2013,06-Jan-2013 11:05:41.299,-85.47208216666667,38.30080481666667,0.0,3.0,228.0,0.0,-0.23535959,10.04200935,1.372931,0.02809381,0,748.03149414,0,149,0,35.52746201
Sun Jan 06 11:05:43 EST 2013,06-Jan-2013 11:05:46.289,-85.47208213333333,38.30080486666667,0.0,3.0,228.0,0.0,0.0196133,9.97336292,1.5690639,0.01996995,0,748.03149414,0,154,0,35.52664566
Sun Jan 06 11:05:48 EST 2013,06-Jan-2013 11:05:51.283,-85.47208206666667,38.30080485,0.0,3.0,228.0,0.0,-0.09806649,10.04200935,-0.50994581,0.01966023,0,748.03149414,0,159,0,35.52598953
Sun Jan 06 11:05:53 EST 2013,06-Jan-2013 11:05:56.277,-85.47208223333334,38.3008049,0.0,4.0,228.0,0.0,-0.63743222,9.82626343,0.8531785,0.00216615,0,748.03149414,0,164,1.86411357,35.52517319
Sun Jan 06 11:05:58 EST 2013,06-Jan-2013 11:06:01.281,-85.4720312,38.300843633333336,1.9034444,6.0,230.9,35.1,0,9.7870369,0.8237586,-0.00417089,8.13217735,757.54589844,4.25788403,169,4.34959841,35.51375198
Sun Jan 06 11:06:03 EST 2013,06-Jan-2013 11:06:06.279,-85.47197146666667,38.30093361666667,2.8294444,6.0,229.4,22.0,-0.06864655,9.79684353,1.18660462,0.00062406,14.56117058,752.62463379,6.32928705,174,6.83508301,35.50157928
Sun Jan 06 11:06:08 EST 2013,06-Jan-2013 11:06:11.281,-85.47190585,38.3010372,2.212111,3.0,225.9,28.1,0.0784532,10.12046242,1.21602452,0.03374088,9.41285229,741.14172363,4.94835091,179,3.72822714,35.49089432
Sun Jan 06 11:06:13 EST 2013,06-Jan-2013 11:06:16.280,-85.47187596666667,38.3010851,1.1317778,3.0,225.0,37.1,-0.31381279,9.64974308,0.34323275,-0.02055216,6.53404856,738.18896484,2.53171468,184,3.72822714,35.47898102
Sun Jan 06 11:06:18 EST 2013,06-Jan-2013 11:06:21.281,-85.4719231,38.301102766666666,2.5207777,2.0,223.7,283.0,0.18632634,10.26756191,0.1372931,0.04155052,4.13804388,733.92388916,5.63881922,189,9.32056808,35.46954346
Sun Jan 06 11:06:23 EST 2013,06-Jan-2013 11:06:26.280,-85.4722213,38.30121928333333,7.510889,2.0,222.4,295.6,0.08825985,10.78731441,1.0983448,0.09998834,7.07256889,729.65875244,16.80138016,194,17.39839363,35.45544052
Sun Jan 06 11:06:28 EST 2013,06-Jan-2013 11:06:31.280,-85.47266998333333,38.301378166666666,9.774445,2.0,221.7,294.2,-0.26477954,9.80665016,1.05911815,0.000476,8.81648922,727.36218262,21.86480904,199,22.9907341,35.44483185
Sun Jan 06 11:06:33 EST 2013,06-Jan-2013 11:06:36.279,-85.47324486666666,38.30157511666667,11.832222,2.0,221.2,293.6,-0.34323275,9.81645679,1.08853817,0.00204158,13.98431492,725.72180176,26.46792603,204,26.71896172,35.43069458
Sun Jan 06 11:06:38 EST 2013,06-Jan-2013 11:06:41.286,-85.47388475,38.30180135,12.6553335,6.0,220.9,293.4,-0.38245934,10.16949558,1.62790382,0.04520953,23.97530556,724.73748779,28.30917549,209,27.96170425,35.42439651
Sun Jan 06 11:06:43 EST 2013,06-Jan-2013 11:06:46.291,-85.47452911666667,38.30203031666667,11.369223,6.0,221.0,292.7,0.65704554,9.42419052,2.6674087,-0.00470316,71.51152802,725.06561279,25.43222618,214,23.61210442,35.43238068
Sun Jan 06 11:06:48 EST 2013,06-Jan-2013 11:06:51.284,-85.47496506666667,38.30218643333333,5.453111,4.0,219.6,307.8,2.5301156,9.33593082,0.66685218,-0.01701343,9.15586948,720.47247314,12.19826126,219,9.94193935,35.43601608
Sun Jan 06 11:06:52 EST 2013,06-Jan-2013 11:06:56.602,-85.47496408333333,38.3023664,6.996444,3.0,219.5,25.4,-0.31381279,10.00278282,0.88259846,0.0187552,7.13835955,720.14434814,15.65059948,224,19.26250648,35.42458344
Sun Jan 06 11:06:58 EST 2013,06-Jan-2013 11:07:01.290,-85.47470666666666,38.3028276,9.825889,2.0,219.4,23.4,-0.39226598,9.79684353,1.48080409,0.00543594,65.67385101,719.81628418,21.97988701,229,21.74799156,35.42692184
Sun Jan 06 11:07:03 EST 2013,06-Jan-2013 11:07:06.290,-85.47452008333333,38.30315278333333,5.1444445,2.0,218.9,23.9,0,8.78675842,3.11851454,-0.05492485,20.94155312,718.17584229,11.50779438,234,7.45645428,35.43284225
Sun Jan 06 11:07:08 EST 2013,06-Jan-2013 11:07:11.302,-85.47456268333333,38.30329545,4.8357778,2.0,219.0,310.9,-0.84337187,9.10057068,1.03950489,-0.06548953,7.09112215,718.50396729,10.81732655,239,13.67016602,35.42140961
Sun Jan 06 11:07:12 EST 2013,06-Jan-2013 11:07:16.279,-85.474848,38.30339323333333,8.025333,2.0,219.3,290.9,-0.20593965,10.38524246,0.36284605,0.05413449,7.948699,719.48822021,17.95215797,244,21.12662125,35.41046524
Sun Jan 06 11:07:18 EST 2013,06-Jan-2013 11:07:21.282,-85.47548086666667,38.30358211666667,11.317778,6.0,223.2,290.7,-0.16671304,9.82626343,0.92182505,0.00084162,10.63603401,732.28344727,25.31714821,249,26.71896172,35.39774323
Sun Jan 06 11:07:23 EST 2013,06-Jan-2013 11:07:26.296,-85.47616021666667,38.30377811666666,13.066889,8.0,225.7,290.9,0.45110589,10.04200935,0.5491724,0.02085292,13.75466633,740.48553467,29.22979736,254,29.82581711,35.38735962
