GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Miles Per Gallon(Instant)(mpg),GPS Altitude(ft),Speed (GPS)(mph),Run time since engine start(s),Speed (OBD)(mph),Miles Per Gallon(Long Term Average)(mpg)
Fri Jan 04 18:51:57 EST 2013,04-Jan-2013 18:52:00.790,-85.57760548333333,38.245790666666664,0.0,12.0,197.4,0.0,0.12748645,10.05181599,1.0983448,0.02547288,0,647.63775635,0,16,0,31.58294868
Fri Jan 04 18:52:02 EST 2013,04-Jan-2013 18:52:05.775,-85.5775873,38.245814683333336,0.0,6.0,195.7,0.0,0.19613299,10.27736855,1.01989162,0.04761994,0,642.06036377,0,21,0,31.58276939
Fri Jan 04 18:52:07 EST 2013,04-Jan-2013 18:52:10.751,-85.57758915,38.2458127,0.0,4.0,195.2,0.0,0.0392266,9.98316956,0.58839899,0.02751909,0,640.41992188,0,26,0,31.58263588
Fri Jan 04 18:52:12 EST 2013,04-Jan-2013 18:52:15.752,-85.57758971666667,38.24581225,0.0,3.0,195.2,0.0,-0.14709975,9.54187012,-0.35303938,-0.03190905,0,640.41992188,0,32,0,31.58241081
Fri Jan 04 18:52:17 EST 2013,04-Jan-2013 18:52:20.750,-85.5775901,38.24581205,0.0,3.0,195.2,0.0,-0.31381279,10.27736855,-0.50994581,0.04406083,0,640.41992188,0,37,0,31.58218765
Fri Jan 04 18:52:22 EST 2013,04-Jan-2013 18:52:25.745,-85.57766963333333,38.24581843333333,1.749111,2.0,191.8,300.5,-0.48052585,10.07142925,1.44157755,0.03291106,6.6954875,629.26507568,3.91264987,42,4.97096968,31.57901764
Fri Jan 04 18:52:27 EST 2013,04-Jan-2013 18:52:30.856,-85.57780093333334,38.24584496666667,2.675111,2.0,191.3,278.4,-0.30400613,10.27736855,0.64723891,0.04481709,3.87946796,627.62469482,5.98405313,47,7.45645428,31.57530785
Fri Jan 04 18:52:32 EST 2013,04-Jan-2013 18:52:35.746,-85.57804075,38.24587343333334,5.1444445,2.0,192.0,276.5,0,10.27736855,1.706357,0.05662584,19.50314331,629.92126465,11.50779438,52,11.18468189,31.57296371
Fri Jan 04 18:52:37 EST 2013,04-Jan-2013 18:52:40.751,-85.5783013,38.24585786666667,4.167,3.0,192.4,251.3,0.12748645,9.80665016,2.70663524,0.03175843,30.37231255,631.23358154,9.3213129,57,13.04879475,31.57029915
Fri Jan 04 18:52:42 EST 2013,04-Jan-2013 18:52:45.753,-85.57848978333334,38.24568813333333,5.1444445,4.0,193.8,212.0,-0.94143838,9.93413639,1.25525117,0.0198499,13.52920818,635.82678223,11.50779438,62,13.67016602,31.56870461
Fri Jan 04 18:52:47 EST 2013,04-Jan-2013 18:52:50.757,-85.5785554,38.245428133333334,4.6814446,3.0,194.3,209.8,1.5102241,11.41493988,1.01989162,0.17297959,5.78375769,637.46722412,10.47209358,67,11.18468189,31.56699753
Fri Jan 04 18:52:52 EST 2013,04-Jan-2013 18:52:55.750,-85.57891456666667,38.24537535,8.1796665,3.0,195.7,272.0,-0.37265268,10.08123589,0.5491724,0.02451563,7.61379671,642.06036377,18.29739189,72,21.12662125,31.56401825
Fri Jan 04 18:52:57 EST 2013,04-Jan-2013 18:53:00.746,-85.57944788333333,38.245379566666664,9.414333,6.0,199.7,273.6,0.0392266,9.64974308,3.24600101,0.03247499,44.93629837,655.18371582,21.05926323,77,18.01976395,31.56437683
Fri Jan 04 18:53:02 EST 2013,04-Jan-2013 18:53:05.757,-85.57985545,38.24541371666667,5.7103333,4.0,202.7,276.6,-0.71588546,10.05181599,1.01008487,0.02703488,6.95104647,665.02624512,12.77365112,82,14.91290855,31.5638504
