"TYPE","TIME","LAT","LON","ALT","BEARING","ACCURACY","SPEED","NAME","DESCRIPTION","SEGMENT"
"TRACK",,,,,,,,"Work To Home Via I64 Midday","",
"P","2017-05-15T17:47:56Z","38.245693","-85.577956","160.39999389648438","278.3999938964844","1.7320507764816284","3.9000000953674316",,,"0"
"P","2017-05-15T17:48:01Z","38.245693","-85.578196","162.89999389648438","285.0","1.7320507764816284","3.0",,,"0"
"P","2017-05-15T17:48:08Z","38.245724","-85.578453","159.6999969482422","265.1000061035156","1.7320507764816284","3.4000000953674316",,,"0"
"P","2017-05-15T17:48:15Z","38.245486","-85.578564","155.3000030517578","192.3000030517578","1.5","3.5999999046325684",,,"0"
"P","2017-05-15T17:48:21Z","38.245277","-85.57848","155.1999969482422","143.10000610351563","1.7320507764816284","5.400000095367432",,,"0"
"P","2017-05-15T17:48:24Z","38.245121","-85.578295","154.89999389648438","139.3000030517578","1.7320507764816284","8.300000190734863",,,"0"
"P","2017-05-15T17:48:26Z","38.244944","-85.57818","153.0","156.39999389648438","1.5","10.0",,,"0"
"P","2017-05-15T17:48:28Z","38.244747","-85.578119","154.0","170.60000610351563","1.5","11.199999809265137",,,"0"
"P","2017-05-15T17:48:31Z","38.244483","-85.578125","153.39999389648438","181.6999969482422","1.5","13.0",,,"0"
"P","2017-05-15T17:48:33Z","38.244249","-85.578135","153.1999969482422","182.10000610351563","1.2247449159622192","12.899999618530273",,,"0"
"P","2017-05-15T17:48:35Z","38.244018","-85.578148","153.39999389648438","181.8000030517578","1.2247449159622192","12.800000190734863",,,"0"
"P","2017-05-15T17:48:37Z","38.243785","-85.578156","153.0","181.89999389648438","1.5","13.0",,,"0"
"P","2017-05-15T17:48:39Z","38.243467","-85.578139","152.6999969482422","179.0","1.7320507764816284","12.800000190734863",,,"0"
"P","2017-05-15T17:48:41Z","38.24324","-85.578143","152.8000030517578","179.5","2.0","12.5",,,"0"
"P","2017-05-15T17:48:43Z","38.243044","-85.578152","152.39999389648438","180.8000030517578","2.0","11.300000190734863",,,"0"
"P","2017-05-15T17:48:46Z","38.242768","-85.578182","152.60000610351563","181.1999969482422","1.7320507764816284","10.0",,,"0"
"P","2017-05-15T17:48:49Z","38.242585","-85.578195","151.3000030517578","178.10000610351563","1.7320507764816284","7.099999904632568",,,"0"
"P","2017-05-15T17:49:01Z","38.242401","-85.578157","153.39999389648438","146.10000610351563","2.8284270763397217","0.699999988079071",,,"0"
"P","2017-05-15T17:49:07Z","38.242196","-85.578121","153.10000610351563","145.39999389648438","1.7320507764816284","5.900000095367432",,,"0"
"P","2017-05-15T17:49:11Z","38.242104","-85.577846","152.8000030517578","102.80000305175781","1.5","6.300000190734863",,,"0"
"P","2017-05-15T17:49:15Z","38.242057","-85.577608","153.39999389648438","98.0999984741211","1.2247449159622192","3.9000000953674316",,,"0"
"P","2017-05-15T17:49:28Z","38.242039","-85.577358","153.3000030517578","98.0999984741211","1.2247449159622192","1.5",,,"0"
"P","2017-05-15T17:49:42Z","38.241937","-85.577156","150.1999969482422","139.39999389648438","1.4142135381698608","0.5",,,"0"
"P","2017-05-15T17:49:54Z","38.241693","-85.577159","151.89999389648438","189.3000030517578","2.1213202476501465","6.199999809265137",,,"0"
"P","2017-05-15T17:49:56Z","38.241392","-85.577188","151.8000030517578","187.8000030517578","2.1213202476501465","12.699999809265137",,,"0"
"P","2017-05-15T17:49:58Z","38.241094","-85.577207","151.10000610351563","185.89999389648438","2.8284270763397217","14.800000190734863",,,"0"
"P","2017-05-15T17:50:00Z","38.240724","-85.577155","151.6999969482422","178.10000610351563","2.8284270763397217","17.399999618530273",,,"0"
"P","2017-05-15T17:50:01Z","38.240522","-85.577129","150.8000030517578","177.39999389648438","2.4494898319244385","18.200000762939453",,,"0"
"P","2017-05-15T17:50:02Z","38.240334","-85.577125","152.1999969482422","179.10000610351563","2.4494898319244385","18.600000381469727",,,"0"
"P","2017-05-15T17:50:04Z","38.239988","-85.57712","151.39999389648438","180.10000610351563","2.1213202476501465","18.899999618530273",,,"0"
"P","2017-05-15T17:50:06Z","38.239657","-85.577115","150.8000030517578","180.39999389648438","2.1213202476501465","18.600000381469727",,,"0"
"P","2017-05-15T17:50:08Z","38.239331","-85.577131","150.8000030517578","181.0","2.1213202476501465","18.100000381469727",,,"0"
"P","2017-05-15T17:50:10Z","38.239009","-85.577147","151.60000610351563","181.0","2.1213202476501465","17.899999618530273",,,"0"
"P","2017-05-15T17:50:12Z","38.238677","-85.577144","152.0","180.5","2.1213202476501465","18.100000381469727",,,"0"
"P","2017-05-15T17:50:14Z","38.238356","-85.577128","153.60000610351563","180.89999389648438","2.1213202476501465","18.200000762939453",,,"0"
"P","2017-05-15T17:50:16Z","38.238038","-85.57716","154.0","182.1999969482422","2.1213202476501465","18.200000762939453",,,"0"
"P","2017-05-15T17:50:18Z","38.23768","-85.577167","154.89999389648438","181.5","2.1213202476501465","19.0",,,"0"
"P","2017-05-15T17:50:19Z","38.237493","-85.577182","154.60000610351563","181.8000030517578","2.4494898319244385","19.200000762939453",,,"0"
"P","2017-05-15T17:50:21Z","38.237153","-85.577178","154.39999389648438","180.1999969482422","2.4494898319244385","19.100000381469727",,,"0"
"P","2017-05-15T17:50:23Z","38.236872","-85.577195","154.89999389648438","180.6999969482422","3.0","17.899999618530273",,,"0"
"P","2017-05-15T17:50:25Z","38.23655","-85.577188","155.10000610351563","179.6999969482422","3.464101552963257","17.600000381469727",,,"0"
